MGI:MGI:1889817	replication initiator 1		GO:0022626		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR24406	protein_coding_gene		PMID:20727851	20120618
MGI:MGI:1352460	nuclear receptor subfamily 0, group B, member 1		GO:0005840		HGNC-UCL	NCBITaxon:10090	IDA		PANTHER:PTHR24081	protein_coding_gene		MGI:MGI:3694160|PMID:10848616	20230928
PR:Q61584-7	RNA-binding protein FXR1 isoform G (mouse)		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""CL:0000188"", ""label"": ""cell of skeletal muscle""}}"	MGI	NCBITaxon:10090	IDA			protein		PMID:11178106	20140401
MGI:MGI:1916777	mitochondrial ribosomal protein S9		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR21569	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1916777	mitochondrial ribosomal protein S9		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR21569	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1916777	mitochondrial ribosomal protein S9		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR000754|InterPro:IPR020574	PANTHER:PTHR21569	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1916777	mitochondrial ribosomal protein S9		GO:0005763		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000490921|SGD:S000000350|UniProtKB:Q58DQ5	PANTHER:PTHR21569	protein_coding_gene		GO_REF:0000033	20170228
MGI:MGI:108180	mitochondrial ribosomal protein L49		GO:0005761		MGI	NCBITaxon:10090	ISO	UniProtKB:Q13405	PANTHER:PTHR13477	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20110629
MGI:MGI:108180	mitochondrial ribosomal protein L49		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q13405	PANTHER:PTHR13477	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161101
MGI:MGI:108180	mitochondrial ribosomal protein L49		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR13477	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:108180	mitochondrial ribosomal protein L49		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR007740	PANTHER:PTHR13477	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:108180	mitochondrial ribosomal protein L49		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR13477	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:108180	mitochondrial ribosomal protein L49		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000336627|UniProtKB:Q13405|SGD:S000000667	PANTHER:PTHR13477	protein_coding_gene		GO_REF:0000033	20170228
MGI:MGI:3644747	ribosomal protein L32-like		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P62910		protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:3644747	ribosomal protein L32-like		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P62910		protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:3644625	ubitquitin A-52 residue ribosomal protein fusion product 1, pseudogene		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P62987		pseudogene		MGI:MGI:4834177|GO_REF:0000119	20220428
MGI:MGI:3644625	ubitquitin A-52 residue ribosomal protein fusion product 1, pseudogene		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P62987		pseudogene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:3644625	ubitquitin A-52 residue ribosomal protein fusion product 1, pseudogene		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P62987		pseudogene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1919955	zinc finger, CCHC domain containing 17		GO:0022625		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR15838	protein_coding_gene		PMID:12202495	20110203
MGI:MGI:2448270	ribosomal protein L17		GO:0015934		UniProt	NCBITaxon:10090	IEA	InterPro:IPR005721	PANTHER:PTHR11593	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:2448270	ribosomal protein L17		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:1303019	PANTHER:PTHR11593	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:2448270	ribosomal protein L17		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11593	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:2448270	ribosomal protein L17		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR11593	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:2448270	ribosomal protein L17		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P18621	PANTHER:PTHR11593	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:2448270	ribosomal protein L17		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P18621	PANTHER:PTHR11593	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:2448270	ribosomal protein L17		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000174131|MGI:MGI:2448270|UniProtKB:P18621|SGD:S000003713|SGD:S000001663|RGD:1303019	PANTHER:PTHR11593	protein_coding_gene		GO_REF:0000033	20211215
MGI:MGI:2448270	ribosomal protein L17		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11593	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:2448270	ribosomal protein L17		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11593	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1098684	eukaryotic translation initiation factor 2A		GO:0022627		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000325517|SGD:S000003286	PANTHER:PTHR13227	protein_coding_gene		GO_REF:0000033	20170228
MGI:MGI:1929455	ribosomal protein L23		GO:0005840		MGI	NCBITaxon:10090	ISO	RGD:62067	PANTHER:PTHR11761	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1929455	ribosomal protein L23		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11761	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:1929455	ribosomal protein L23		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR11761	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:1929455	ribosomal protein L23		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:62067	PANTHER:PTHR11761	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1929455	ribosomal protein L23		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P62829	PANTHER:PTHR11761	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:1929455	ribosomal protein L23		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P62829	PANTHER:PTHR11761	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1929455	ribosomal protein L23		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000205184|SGD:S000000919|MGI:MGI:1929455|UniProtKB:P62829|SGD:S000000183|UniProtKB:P0ADY3|RGD:62067	PANTHER:PTHR11761	protein_coding_gene		GO_REF:0000033	20211216
MGI:MGI:1929455	ribosomal protein L23		GO:0022626		MGI	NCBITaxon:10090	ISO	EMBL:X52839	PANTHER:PTHR11761	protein_coding_gene		PMID:11124519	20010730
MGI:MGI:1929455	ribosomal protein L23		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11761	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1929455	ribosomal protein L23		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11761	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1922702	activating signal cointegrator 1 complex subunit 2		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9H1I8	PANTHER:PTHR21494	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230215
MGI:MGI:104860	FMR1 autosomal homolog 1		GO:0005840		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR10603	protein_coding_gene		PMID:22022532	20141201
MGI:MGI:1916413	mitochondrial ribosomal protein L44		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9H9J2	PANTHER:PTHR11207	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161031
MGI:MGI:1916413	mitochondrial ribosomal protein L44		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR11207	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1916413	mitochondrial ribosomal protein L44		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR11207	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1916413	mitochondrial ribosomal protein L44		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN001025433|UniProtKB:Q9H9J2	PANTHER:PTHR11207	protein_coding_gene		GO_REF:0000033	20230124
MGI:MGI:1914462	mitochondrial ribosomal protein L55		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q7Z7F7	PANTHER:PTHR34095	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20180613
MGI:MGI:1914462	mitochondrial ribosomal protein L55		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR34095	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1914462	mitochondrial ribosomal protein L55		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR34095	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1914462	mitochondrial ribosomal protein L55		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN002147485|UniProtKB:Q7Z7F7|UniProtKB:P0C2B8	PANTHER:PTHR34095	protein_coding_gene		GO_REF:0000033	20200809
MGI:MGI:1914558	mitochondrial ribosomal protein L46		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9H2W6	PANTHER:PTHR13124	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161101
MGI:MGI:1914558	mitochondrial ribosomal protein L46		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR13124	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1914558	mitochondrial ribosomal protein L46		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR13124	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1914558	mitochondrial ribosomal protein L46		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000319538|SGD:S000005196|UniProtKB:Q9H2W6|UniProtKB:Q57X87	PANTHER:PTHR13124	protein_coding_gene		GO_REF:0000033	20230110
MGI:MGI:1916245	malignant T cell amplified sequence 1		GO:0022627		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9ULC4	PANTHER:PTHR22798	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20140630
MGI:MGI:1342328	deleted in azoospermia-like		GO:0005840		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR11176	protein_coding_gene		PMID:11604102	20071126
MGI:MGI:3040672	ribosomal protein L23A		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P62750	PANTHER:PTHR11620	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:3040672	ribosomal protein L23A		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11620	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:3040672	ribosomal protein L23A		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR11620	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:3040672	ribosomal protein L23A		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:1304897	PANTHER:PTHR11620	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:3040672	ribosomal protein L23A		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P62750	PANTHER:PTHR11620	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:3040672	ribosomal protein L23A		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000178698|UniProtKB:P62750|RGD:1304897|SGD:S000005487|UniProtKB:Q8IE82|MGI:MGI:3040672|UniProtKB:P0ADZ0	PANTHER:PTHR11620	protein_coding_gene		GO_REF:0000033	20230110
MGI:MGI:3040672	ribosomal protein L23A		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11620	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:3040672	ribosomal protein L23A		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11620	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:97430	2'-5' oligoadenylate synthetase 1B		GO:0005840		MGI	NCBITaxon:10090	ISO	UniProtKB:P00973	PANTHER:PTHR11258	pseudogene		MGI:MGI:4834177|GO_REF:0000119	20210217
MGI:MGI:97429	2'-5' oligoadenylate synthetase 1G		GO:0005840		MGI	NCBITaxon:10090	ISO	UniProtKB:P00973	PANTHER:PTHR11258	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20210217
MGI:MGI:1919064	mitochondrial ribosomal protein S27		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR21393	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1919064	mitochondrial ribosomal protein S27		GO:0005763		MGI	NCBITaxon:10090	ISO	UniProtKB:Q92552	PANTHER:PTHR21393	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20170728
MGI:MGI:1919064	mitochondrial ribosomal protein S27		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR21393	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1202063	ribosomal protein S3A1		GO:0015935		MGI	NCBITaxon:10090	ISO	RGD:62078	PANTHER:PTHR11830	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160317
MGI:MGI:1202063	ribosomal protein S3A1		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P61247	PANTHER:PTHR11830	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1202063	ribosomal protein S3A1		GO:0022627		MGI	NCBITaxon:10090	ISO	UniProtKB:P61247	PANTHER:PTHR11830	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20080821
MGI:MGI:1202063	ribosomal protein S3A1		GO:0022627		MGI	NCBITaxon:10090	ISO	RGD:62078	PANTHER:PTHR11830	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20070207
MGI:MGI:1202063	ribosomal protein S3A1		GO:0022627		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR11830	protein_coding_gene		MGI:MGI:6810796|PMID:25901680	20230511
MGI:MGI:1202063	ribosomal protein S3A1		GO:0022627		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11830	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221220
MGI:MGI:1202063	ribosomal protein S3A1		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11830	protein_coding_gene		PMID:16635246	20240306
MGI:MGI:2145154	pelota mRNA surveillance and ribosome rescue factor		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9BRX2	PANTHER:PTHR10853	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230223
MGI:MGI:1926274	mitochondrial ribosomal protein L19		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR15680	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1926274	mitochondrial ribosomal protein L19		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:P49406	PANTHER:PTHR15680	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161017
MGI:MGI:1926274	mitochondrial ribosomal protein L19		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR001857	PANTHER:PTHR15680	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1926274	mitochondrial ribosomal protein L19		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR15680	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1926274	mitochondrial ribosomal protein L19		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000402784|UniProtKB:P49406|SGD:S000000642	PANTHER:PTHR15680	protein_coding_gene		GO_REF:0000033	20170228
MGI:MGI:1926274	mitochondrial ribosomal protein L19		GO:0005761		MGI	NCBITaxon:10090	ISS		PANTHER:PTHR15680	protein_coding_gene		PMID:10600119	20001226
MGI:MGI:1926273	mitochondrial ribosomal protein L12		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:P52815	PANTHER:PTHR45987	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20100305
MGI:MGI:1926273	mitochondrial ribosomal protein L12		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR45987	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1926273	mitochondrial ribosomal protein L12		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR000206|InterPro:IPR008932|InterPro:IPR036235	PANTHER:PTHR45987	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1926273	mitochondrial ribosomal protein L12		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR45987	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1926273	mitochondrial ribosomal protein L12		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN002916127|UniProtKB:P52815|SGD:S000003036	PANTHER:PTHR45987	protein_coding_gene		GO_REF:0000033	20220121
MGI:MGI:1926273	mitochondrial ribosomal protein L12		GO:0005761		MGI	NCBITaxon:10090	ISS		PANTHER:PTHR45987	protein_coding_gene		PMID:10600119	20001226
MGI:MGI:1926269	mitochondrial ribosomal protein L38		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q96DV4	PANTHER:PTHR11362	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161018
MGI:MGI:1926269	mitochondrial ribosomal protein L38		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR11362	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1926269	mitochondrial ribosomal protein L38		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR11362	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1926269	mitochondrial ribosomal protein L38		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000889369|UniProtKB:Q96DV4	PANTHER:PTHR11362	protein_coding_gene		GO_REF:0000033	20180411
MGI:MGI:1926269	mitochondrial ribosomal protein L38		GO:0005761		MGI	NCBITaxon:10090	ISS		PANTHER:PTHR11362	protein_coding_gene		PMID:10600119	20001226
MGI:MGI:1926268	mitochondrial ribosomal protein L37		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR15889	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1926268	mitochondrial ribosomal protein L37		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9BZE1	PANTHER:PTHR15889	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161018
MGI:MGI:1926268	mitochondrial ribosomal protein L37		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR15889	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1926268	mitochondrial ribosomal protein L37		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR010793	PANTHER:PTHR15889	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1926268	mitochondrial ribosomal protein L37		GO:0005761		MGI	NCBITaxon:10090	ISS		PANTHER:PTHR15889	protein_coding_gene		PMID:10600119	20001226
MGI:MGI:1926237	mitochondrial ribosomal protein S30		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR13014	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1926237	mitochondrial ribosomal protein S30		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9NP92	PANTHER:PTHR13014	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20180613
MGI:MGI:1926237	mitochondrial ribosomal protein S30		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR010793	PANTHER:PTHR13014	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1926237	mitochondrial ribosomal protein S30		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR13014	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1926237	mitochondrial ribosomal protein S30		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN002294086|UniProtKB:Q9NP92	PANTHER:PTHR13014	protein_coding_gene		GO_REF:0000033	20181024
MGI:MGI:3802129	ribosomal protein L17, pseudogene 8		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P18621		pseudogene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:3802129	ribosomal protein L17, pseudogene 8		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P18621		pseudogene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1926163	listerin E3 ubiquitin protein ligase 1		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:O94822	PANTHER:PTHR12389	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230301
MGI:MGI:105922	ribosomal protein L13		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR11722	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:105922	ribosomal protein L13		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11722	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:105922	ribosomal protein L13		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P26373	PANTHER:PTHR11722	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:105922	ribosomal protein L13		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:621179	PANTHER:PTHR11722	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20050217
MGI:MGI:105922	ribosomal protein L13		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P26373	PANTHER:PTHR11722	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:105922	ribosomal protein L13		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000197497|UniProtKB:P26373|SGD:S000004750|RGD:621179|MGI:MGI:105922|SGD:S000002240	PANTHER:PTHR11722	protein_coding_gene		GO_REF:0000033	20211216
MGI:MGI:105922	ribosomal protein L13		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11722	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:105922	ribosomal protein L13		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11722	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1913542	mitochondrial ribosomal protein S21		GO:0005763		UniProt	NCBITaxon:10090	ISS	UniProtKB:P82920	PANTHER:PTHR21109	protein_coding_gene		MGI:MGI:2151818|PMID:11402041	20150522
MGI:MGI:1913542	mitochondrial ribosomal protein S21		GO:0005763		MGI	NCBITaxon:10090	ISO	UniProtKB:P82921	PANTHER:PTHR21109	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20010817
MGI:MGI:1913542	mitochondrial ribosomal protein S21		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR21109	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1913542	mitochondrial ribosomal protein S21		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR001911	PANTHER:PTHR21109	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1913542	mitochondrial ribosomal protein S21		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR21109	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1913508	mitochondrial ribosomal protein S17		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR24088	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1913508	mitochondrial ribosomal protein S17		GO:0005763		UniProt	NCBITaxon:10090	ISS	UniProtKB:Q9Y2R5	PANTHER:PTHR24088	protein_coding_gene		MGI:MGI:2151818|PMID:11402041	20150522
MGI:MGI:1913508	mitochondrial ribosomal protein S17		GO:0005763		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9Y2R5	PANTHER:PTHR24088	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20170106
